11652,"[0.00418502 0.         0.02884237 0.         0.         0.
 0.         0.         0.01770378 0.        ]"
11702,"[0.00528738 0.01516112 0.00196342 0.00036158 0.         0.00879019
 0.         0.01034501 0.0029974  0.00255453]"
11752,"[9.1680735e-03 1.4892723e-02 0.0000000e+00 7.9024034e-03 2.1424964e-01
 9.6214331e-05 0.0000000e+00 1.5365591e-02 1.0096509e-02 0.0000000e+00]"
11802,"[5.5115517e-02 1.4248095e-01 5.9343901e-02 0.0000000e+00 1.2969241e-02
 2.8024111e-02 2.9978926e-05 1.1864217e-02 1.4416245e-02 0.0000000e+00]"
11852,"[0.0173697  0.03055652 0.00390571 0.         0.09928203 0.00793322
 0.         0.00095014 0.         0.0081439 ]"
11902,"[0.00682488 0.         0.010148   0.00050032 0.         0.01147253
 0.00567317 0.00803706 0.         0.003063  ]"
11952,"[0.         0.02774606 0.06129148 0.04833635 0.85224676 0.
 0.         0.06828752 0.01362835 0.        ]"
12002,"[0.         0.04182982 0.00274601 0.01146715 0.         0.
 0.         0.00088152 0.01404691 0.        ]"
12052,"[0.         0.02765512 0.02274358 0.00032618 0.         0.00387246
 0.         0.00076409 0.         0.00017168]"
12102,"[0.         0.         0.00068488 0.         0.         0.00736228
 0.         0.00997385 0.         0.        ]"
12152,"[0.         0.02348226 0.         0.         0.00712675 0.01210017
 0.00033055 0.         0.         0.        ]"
12202,"[0.         0.11086609 0.0121901  0.01219846 0.         0.
 0.00061946 0.         0.00136367 0.        ]"
12252,"[0.00200228 0.         0.00144137 0.00675306 0.         0.000557
 0.00474362 0.         0.00818896 0.00094947]"
12302,"[0.         0.10401683 0.         0.         0.0780142  0.03182084
 0.         0.         0.00679341 0.        ]"
12352,"[0.         0.04240432 0.         0.         0.         0.01004055
 0.         0.         0.03393509 0.23339604]"
12402,"[0.01144174 0.00735172 0.00196802 0.         0.         0.00772188
 0.00411899 0.         0.         0.000597  ]"
12452,"[0.00312603 0.10080295 0.         0.         0.32779154 0.01659694
 0.         0.01043298 0.         0.03294363]"
12502,"[0.         0.         0.04261412 0.01294752 0.02941166 0.00513358
 0.         0.         0.02111715 0.        ]"
12552,"[0.0000000e+00 0.0000000e+00 4.6520582e-03 0.0000000e+00 0.0000000e+00
 7.2342656e-05 1.4773164e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00]"
12602,"[0.         0.         0.07047956 0.13611805 0.         0.
 0.         0.         0.3066282  0.        ]"
12652,"[0.00142863 0.         0.00104101 0.00341262 0.06115853 0.
 0.00062435 0.         0.00367026 0.        ]"
12702,"[0.         0.05798309 0.         0.         0.05513363 0.
 0.01358771 0.         0.00771974 0.        ]"
12752,"[0.00158801 0.         0.01722606 0.         0.         0.00780189
 0.00021234 0.00521789 0.         0.        ]"
12802,"[0.01224938 0.         0.00035815 0.         0.00410329 0.00711152
 0.         0.0082391  0.02467699 0.        ]"
12852,"[0.0000000e+00 0.0000000e+00 5.0379010e-03 0.0000000e+00 5.5513775e-04
 1.3783615e-03 2.9180494e-05 0.0000000e+00 2.7368912e-03 0.0000000e+00]"
12902,"[0.0114472  0.         0.02367862 0.         0.         0.
 0.         0.         0.0155603  0.        ]"
12952,"[0.         0.         0.         0.         0.62012136 0.
 0.         0.         0.         0.        ]"
13002,"[0.         0.05600261 0.01113334 0.01063539 0.         0.
 0.05526787 0.         0.         0.11331333]"
13052,"[0.         0.05797383 0.         0.00710402 0.05270239 0.
 0.         0.00652121 0.00943748 0.        ]"
13102,"[0.00212258 0.00221462 0.         0.01645954 0.         0.00239064
 0.         0.00296076 0.00348754 0.        ]"
13152,"[0.         0.1864201  0.01321511 0.         0.         0.
 0.         0.         0.02168984 0.        ]"
13202,"[0.         0.         0.         0.06812419 0.05448719 0.
 0.         0.         0.         0.00562746]"
13252,"[0.         0.24574664 0.         0.         0.09298909 0.
 0.         0.22779764 0.21824063 0.22388752]"
13302,"[0.00355766 0.         0.00464984 0.         0.         0.00979323
 0.00037769 0.         0.         0.        ]"
13352,"[0.03404761 0.         0.         0.00256976 0.         0.0113479
 0.         0.         0.         0.03433952]"
13402,"[0.         0.         0.00857587 0.00125812 0.00288397 0.00261998
 0.00064198 0.00399706 0.         0.        ]"
13452,"[0.01055373 0.00360251 0.         0.         0.00652766 0.00740142
 0.00568923 0.         0.014264   0.00032228]"
13502,"[0.         0.13813865 0.         0.         0.6393691  0.
 0.         0.         0.         0.        ]"
13552,"[0.         0.09727184 0.01791314 0.         0.01825208 0.
 0.00053698 0.004875   0.00705971 0.00420842]"
13602,"[0.         0.0045339  0.         0.00817353 0.05042421 0.00352949
 0.00196438 0.00455841 0.00644052 0.00260965]"
13652,"[0.01276371 0.03090035 0.00154577 0.01050713 0.00277976 0.
 0.00570611 0.00055608 0.         0.04830597]"
13702,"[0.         0.24537626 0.         0.         0.06826974 0.
 0.         0.         0.         0.        ]"
13752,"[0.         0.05202752 0.0116498  0.03728082 0.05205568 0.
 0.01154328 0.01765489 0.         0.        ]"
13802,"[0.         0.01017679 0.00644031 0.         0.         0.01310243
 0.00137963 0.0115665  0.01755372 0.02994655]"
13852,"[0.02156585 0.04624295 0.02226804 0.03283069 0.         0.
 0.         0.         0.         0.        ]"
13902,"[0.         0.03004297 0.00267007 0.00199655 0.         0.01977933
 0.00146134 0.01165505 0.01157791 0.00897031]"
13952,"[0.00016092 0.05735439 0.         0.         0.         0.00059623
 0.00029419 0.00388392 0.         0.        ]"
14002,"[0.         0.         0.01510995 0.         0.         0.00159519
 0.         0.         0.00568285 0.        ]"
14052,"[0.         0.02685207 0.03153563 0.00037852 0.00078962 0.
 0.00960352 0.         0.06831043 0.        ]"
14102,"[0.00625407 0.         0.00404456 0.00134523 0.00069569 0.00387244
 0.         0.00540221 0.00130034 0.00322595]"
14152,"[0.         0.         0.00041769 0.00049056 0.         0.0010351
 0.         0.         0.         0.00894444]"
14202,"[0.         0.         0.         0.         0.22476986 0.
 0.         0.4204365  0.         0.7878276 ]"
14252,"[0.         0.         0.         0.         0.         0.00280334
 0.00223055 0.         0.00727308 0.        ]"
14302,"[0.0000000e+00 5.8689278e-01 2.0096300e-03 1.7849851e-02 0.0000000e+00
 0.0000000e+00 6.5599143e-04 0.0000000e+00 5.0470792e-04 0.0000000e+00]"
14352,"[0.         0.10091756 0.         0.01172691 0.02046102 0.00917915
 0.0048758  0.         0.00392304 0.        ]"
14402,"[0.         0.         0.00432574 0.00060317 0.00305414 0.0051863
 0.         0.         0.00117801 0.        ]"
14452,"[0.0000000e+00 7.4064243e-03 6.5766668e-05 2.1933732e-03 0.0000000e+00
 1.2021988e-03 6.7471043e-04 7.7216923e-03 2.3559976e-04 0.0000000e+00]"
14502,"[0.         0.06918771 0.00943762 0.         0.         0.00890487
 0.00906739 0.01106939 0.03468706 0.        ]"
14552,"[3.2698666e-03 2.7051684e-03 0.0000000e+00 3.6769555e-04 7.0159324e-04
 1.7888707e-04 5.0064141e-04 9.0263420e-05 2.4277589e-03 8.4526569e-04]"
14602,"[0.         0.0526012  0.06989768 0.         0.         0.00621102
 0.05952345 0.1922541  0.         0.        ]"
14652,"[0.002441   0.00488449 0.00331161 0.00083423 0.         0.
 0.00224606 0.         0.         0.00817002]"
14702,"[0.00087613 0.06179506 0.         0.01015195 0.         0.
 0.00140166 0.         0.00362184 0.        ]"
14752,"[0.00344341 0.02975063 0.         0.00739916 0.         0.
 0.         0.01178752 0.00992289 0.        ]"
14802,"[0.00025071 0.002122   0.00378664 0.00139649 0.         0.00520015
 0.00279236 0.00018851 0.00699845 0.00440854]"
14852,"[0.         0.00624005 0.         0.00368808 0.         0.
 0.00832481 0.02346799 0.02044078 0.        ]"
14902,"[0.         0.08894131 0.02728226 0.         0.02604415 0.00147991
 0.         0.00357278 0.00258158 0.00145611]"
14952,"[0.         0.         0.         0.15684737 0.5436139  0.
 0.         0.         0.         0.05265135]"
15002,"[0.         0.         0.01464147 0.         0.03723223 0.00195428
 0.         0.         0.03712818 0.01418089]"
15052,"[0.         0.38152775 0.         0.         0.10343499 0.
 0.         0.         0.         0.        ]"
15102,"[0.         0.01271071 0.         0.         0.01167566 0.
 0.         0.         0.00137904 0.        ]"
15152,"[0.         0.01939665 0.         0.         0.13961954 0.
 0.01901789 0.01494611 0.         0.00508215]"
15202,"[0.         0.         0.01099643 0.         0.00113305 0.03467347
 0.         0.         0.03038202 0.        ]"
15252,"[0.         0.01163477 0.00590473 0.         0.         0.01367991
 0.         0.00875185 0.02807273 0.00110752]"
15302,"[0.         0.         0.01780014 0.         0.         0.00015921
 0.         0.00026191 0.00933871 0.        ]"
15352,"[1.0020422e-04 5.3342588e-02 0.0000000e+00 0.0000000e+00 2.9017559e-01
 0.0000000e+00 6.3021076e-03 6.3995481e-03 0.0000000e+00 6.9572199e-03]"
15402,"[0.02780266 0.02569797 0.         0.         0.01914972 0.00735183
 0.00060474 0.         0.         0.00536945]"
15452,"[1.04543092e-02 0.00000000e+00 0.00000000e+00 1.61711164e-02
 0.00000000e+00 4.73455511e-05 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.44743435e-02]"
15502,"[0.00783219 0.06155086 0.02192705 0.         0.01592637 0.
 0.         0.         0.04677498 0.00781275]"
15552,"[0.0299214  0.         0.00749736 0.         0.0180521  0.
 0.         0.         0.01864885 0.13130589]"
15602,"[0.         0.12356488 0.         0.         0.36808947 0.
 0.         0.         0.         0.        ]"
15652,"[0.         0.19172469 0.         0.         0.07871857 0.01326559
 0.         0.         0.07616471 0.        ]"
15702,"[0.         0.         0.01105655 0.         0.06389897 0.00087032
 0.         0.02167243 0.01526293 0.        ]"
15752,"[0.         0.         0.02012039 0.         0.         0.02243617
 0.         0.01941669 0.         0.        ]"
15802,"[0.         0.02775885 0.00246698 0.00892857 0.         0.00687322
 0.01222951 0.         0.         0.        ]"
15852,"[0.         0.20401621 0.         0.         0.03625208 0.
 0.         0.05691671 0.         0.        ]"
15902,"[0.         0.         0.00835891 0.         0.         0.00157005
 0.00082209 0.00423533 0.         0.00807781]"
15952,"[0.         0.03388258 0.         0.000223   0.         0.01570131
 0.         0.         0.00646089 0.        ]"
16002,"[0.01540452 0.32111    0.         0.         0.03028599 0.00397015
 0.         0.         0.         0.00220742]"
16052,"[0.         0.18522273 0.         0.         0.05813972 0.
 0.00705376 0.         0.01190201 0.        ]"
16102,"[0.         0.         0.00070586 0.         0.         0.00557282
 0.00113882 0.0010379  0.0001113  0.        ]"
16152,"[0.         0.         0.00041899 0.         0.         0.00183552
 0.         0.00015911 0.00103092 0.00029375]"
16202,"[0.0000000e+00 0.0000000e+00 2.7496307e-03 5.9268554e-04 0.0000000e+00
 0.0000000e+00 3.1352106e-03 0.0000000e+00 2.2589484e-05 0.0000000e+00]"
16252,"[0.00206923 0.         0.00086141 0.00168634 0.         0.00061205
 0.00113511 0.00147202 0.0001274  0.        ]"
16302,"[2.5912296e-04 0.0000000e+00 6.1768387e-04 0.0000000e+00 0.0000000e+00
 1.5849633e-05 1.2929904e-03 2.7664590e-03 2.0571280e-04 0.0000000e+00]"
16352,"[0.02308122 0.         0.00010074 0.         0.         0.00329552
 0.         0.         0.00628101 0.01422848]"
16402,"[0.         0.07734297 0.         0.         0.         0.
 0.00054775 0.01805265 0.03438087 0.00974201]"
16452,"[0.01159832 0.         0.00832464 0.         0.         0.01700746
 0.         0.         0.00730601 0.        ]"
16502,"[0.         0.         0.0009086  0.00061247 0.         0.
 0.00192946 0.         0.         0.        ]"
16552,"[0.         0.         0.         0.00044782 0.         0.
 0.00050033 0.         0.01198011 0.        ]"
16602,"[0.11543242 0.05759536 0.         0.         0.53063387 0.
 0.         0.         0.         0.        ]"
16652,"[0.00288099 0.         0.         0.         0.30286345 0.
 0.         0.         0.03958799 0.        ]"
16702,"[0.         0.01753957 0.0099618  0.         0.         0.
 0.         0.00112692 0.         0.00439791]"
16752,"[0.         0.01616877 0.00501382 0.         0.         0.
 0.01371322 0.         0.         0.03912503]"
16802,"[0.         0.04234069 0.         0.         0.5200848  0.
 0.         0.         0.         0.        ]"
16852,"[0.         0.1261038  0.         0.03790983 0.16917306 0.
 0.         0.         0.         0.        ]"
16902,"[0.01011949 0.02012026 0.00446786 0.         0.00232538 0.
 0.         0.00470428 0.01918765 0.        ]"
16952,"[0.         0.02979195 0.01597121 0.         0.00345623 0.
 0.         0.00552957 0.00134808 0.        ]"
17002,"[0.0014545  0.         0.00049963 0.         0.06322504 0.
 0.         0.00628391 0.         0.        ]"
17052,"[0.01936848 0.01729256 0.00019427 0.         0.         0.00029019
 0.00070182 0.01306308 0.03021909 0.        ]"
17102,"[0.         0.01295726 0.00273798 0.00041879 0.         0.01268298
 0.00128965 0.01117328 0.00865055 0.        ]"
17152,"[0.0000000e+00 8.3936600e-04 1.5800487e-03 3.9661842e-04 0.0000000e+00
 2.1882604e-03 2.3012479e-05 4.6432015e-04 7.6229608e-04 2.4741012e-04]"
17202,"[0.03836593 0.04883778 0.         0.00376811 0.         0.01024113
 0.         0.         0.         0.00962362]"
17252,"[0.         0.37306467 0.         0.         0.10220291 0.
 0.         0.         0.         0.        ]"
17302,"[0.01227146 0.         0.02241991 0.00459559 0.         0.
 0.00181428 0.         0.00451722 0.        ]"
17352,"[0.         0.07741245 0.00155161 0.00566454 0.01970769 0.00049532
 0.         0.         0.00340957 0.        ]"
17402,"[0.         0.00490613 0.00123683 0.         0.01319665 0.00306573
 0.00038511 0.00143711 0.00479397 0.        ]"
17452,"[0.         0.04226402 0.0023405  0.         0.01373101 0.00024009
 0.00112683 0.         0.         0.        ]"
17502,"[0.1001007  0.01142583 0.0033673  0.00156286 0.00056302 0.
 0.         0.         0.00334029 0.        ]"
17552,"[0.         0.         0.         0.         0.3059846  0.00703169
 0.         0.         0.         0.        ]"
17602,"[0.00642344 0.01048945 0.         0.         0.01390139 0.00041305
 0.00524241 0.01019146 0.         0.00839481]"
17652,"[0.         0.         0.00264564 0.00361822 0.         0.00101363
 0.         0.00038579 0.00042169 0.        ]"
17702,"[0.0000000e+00 0.0000000e+00 3.2506266e-04 0.0000000e+00 0.0000000e+00
 7.5504859e-04 4.3160442e-05 5.0838001e-04 0.0000000e+00 1.7956656e-03]"
17752,"[0.00772066 0.02551326 0.         0.00716304 0.         0.00089012
 0.         0.         0.01644514 0.00063444]"
17802,"[0.0000000e+00 0.0000000e+00 5.8357697e-03 0.0000000e+00 0.0000000e+00
 2.2348624e-03 0.0000000e+00 9.3195458e-06 0.0000000e+00 0.0000000e+00]"
17852,"[0.         0.         0.         0.         0.01645954 0.001816
 0.00012962 0.00247239 0.00870612 0.        ]"
17902,"[0.         0.         0.         0.         0.         0.
 0.         0.02429014 0.         0.        ]"
17952,"[0.         0.         0.         0.         0.00517375 0.00069221
 0.         0.         0.         0.04495683]"
18002,"[0.01777847 0.         0.         0.00967784 0.0158843  0.
 0.00212351 0.         0.00740074 0.        ]"
18052,"[0.         0.         0.00118059 0.         0.00263048 0.01393657
 0.00039155 0.00352825 0.         0.        ]"
18102,"[0.         0.         0.01822218 0.         0.         0.
 0.         0.         0.0351147  0.        ]"
18152,"[0.         0.         0.0088011  0.         0.         0.00138192
 0.         0.         0.00813695 0.        ]"
18202,"[0.         0.06930848 0.         0.00024172 0.10617282 0.
 0.         0.01085003 0.         0.00583592]"
18252,"[0.         0.01494986 0.00351363 0.         0.         0.
 0.         0.         0.         0.01344465]"
18302,"[0.         0.00631336 0.         0.         0.20118515 0.
 0.         0.         0.         0.        ]"
18352,"[0.         0.04842628 0.00166213 0.         0.         0.00010027
 0.         0.005903   0.0108334  0.        ]"
18402,"[0.02279004 0.06358643 0.         0.         0.04488505 0.
 0.         0.         0.         0.        ]"
18452,"[0.         0.         0.         0.03930039 0.01397798 0.
 0.         0.00079974 0.00035376 0.        ]"
18502,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.8748125 0.       ]"
18552,"[0.         0.03531436 0.         0.00978858 0.00437041 0.
 0.         0.         0.00171014 0.        ]"
18602,"[0.         0.01796355 0.01243737 0.         0.         0.
 0.         0.         0.02193963 0.        ]"
18652,"[0.         0.01789403 0.         0.         0.06598462 0.01560043
 0.         0.00320935 0.00070522 0.        ]"
18702,"[0.00035331 0.         0.00291001 0.00306109 0.         0.00458131
 0.         0.00017992 0.         0.        ]"
18752,"[0.00248707 0.         0.00308387 0.         0.         0.
 0.00192875 0.         0.         0.00237201]"
18802,"[0.         0.         0.00014399 0.         0.00582115 0.00116862
 0.         0.         0.02569511 0.        ]"
18852,"[0.         0.02542241 0.00291374 0.         0.45611876 0.
 0.         0.         0.         0.        ]"
18902,"[0.         0.06056138 0.01781125 0.         0.04156173 0.
 0.         0.00591926 0.00889472 0.        ]"
18952,"[0.         0.18361822 0.         0.0259149  0.         0.
 0.         0.         0.01449784 0.        ]"
19002,"[0.         0.         0.         0.06864779 0.06395891 0.
 0.         0.         0.         0.        ]"
19052,"[0.02094291 0.01891332 0.         0.00026894 0.         0.
 0.00284908 0.         0.00057018 0.        ]"
19102,"[0.         0.12538189 0.         0.02415974 0.         0.
 0.         0.         0.00527187 0.        ]"
19152,"[0.         0.00080245 0.         0.         0.         0.00871574
 0.         0.00222818 0.         0.        ]"
19202,"[0.         0.09865692 0.         0.         0.         0.
 0.         0.         0.00067891 0.00078644]"
19252,"[0.41343156 0.         0.         0.         0.         0.
 0.         0.         0.14963548 0.        ]"
19302,"[0.         0.42184585 0.         0.00348519 0.         0.
 0.         0.         0.         0.        ]"
19352,"[0.         0.00288715 0.00278286 0.0006169  0.         0.00099261
 0.00059012 0.         0.         0.00034324]"
19402,"[0.         0.16286321 0.03329907 0.         0.         0.02942413
 0.         0.         0.         0.        ]"
19452,"[0.00629745 0.17596321 0.         0.         0.         0.
 0.         0.11485958 0.         0.14258084]"
19502,"[0.         0.07511985 0.         0.         0.7229047  0.
 0.         0.         0.         0.        ]"
19552,"[0.         0.00183055 0.00502298 0.         0.         0.00825522
 0.         0.         0.00260454 0.        ]"
19602,"[0.01654178 0.03049384 0.         0.         0.0006559  0.
 0.         0.         0.00303254 0.00831828]"
19652,"[0.00145389 0.03522462 0.         0.00552836 0.         0.
 0.         0.01124542 0.00108206 0.04197454]"
19702,"[1.4879525e-03 0.0000000e+00 2.6935694e-04 4.0959645e-04 6.5342296e-04
 9.9404296e-04 5.0514162e-05 3.1120392e-06 9.5011474e-04 0.0000000e+00]"
19752,"[0.00014951 0.         0.00019412 0.         0.00398163 0.
 0.         0.         0.01072923 0.        ]"
19802,"[0.         0.0520315  0.         0.         0.01561865 0.
 0.00838778 0.         0.         0.04096093]"
19852,"[0.         0.00543545 0.0030294  0.         0.         0.00015088
 0.00147273 0.         0.0079657  0.00119265]"
19902,"[0.         0.         0.         0.         0.         0.0013458
 0.         0.00569822 0.00109842 0.        ]"
19952,"[0.         0.0024509  0.0066023  0.00133083 0.         0.
 0.         0.         0.         0.        ]"
20002,"[0.21786529 0.04133891 0.         0.         0.322773   0.
 0.         0.02398125 0.         0.02257673]"
20052,"[0.0434999  0.05378703 0.         0.         0.04432109 0.
 0.         0.         0.         0.        ]"
20102,"[0.         0.01424059 0.00303702 0.         0.         0.01058458
 0.         0.01352025 0.01297777 0.00035965]"
20152,"[0.         0.         0.01552758 0.         0.         0.
 0.         0.         0.00402464 0.        ]"
20202,"[0.         0.01939392 0.         0.         0.         0.00265089
 0.         0.00183634 0.         0.00312366]"
20252,"[0.         0.04330872 0.         0.         0.         0.
 0.         0.00226789 0.00314667 0.        ]"
20302,"[0.         0.02745274 0.         0.         0.00479983 0.
 0.         0.         0.00749553 0.        ]"
20352,"[0.         0.         0.00435424 0.         0.         0.00082215
 0.         0.         0.00070547 0.        ]"
20402,"[0.         0.01303939 0.         0.         0.         0.
 0.         0.03603691 0.         0.        ]"
20452,"[0.01614664 0.0423619  0.         0.         0.07238252 0.01266123
 0.         0.         0.         0.00549032]"
20502,"[0.00561798 0.         0.         0.02086956 0.         0.00228149
 0.         0.00052632 0.         0.        ]"
20552,"[0.         0.         0.         0.         0.27330554 0.
 0.         0.         0.         0.        ]"
20602,"[0.         0.         0.         0.         0.         0.00086505
 0.         0.         0.00346144 0.00028517]"
20652,"[0.         0.00036166 0.00267723 0.         0.         0.00394269
 0.         0.00156738 0.00131577 0.0001842 ]"
20702,"[0.         0.15853909 0.         0.02680326 0.02993176 0.
 0.         0.         0.         0.        ]"
20752,"[0.         0.         0.00478131 0.00062326 0.         0.00029476
 0.00097769 0.         0.         0.        ]"
20802,"[0.         0.01190319 0.00154249 0.00367205 0.01195029 0.
 0.         0.         0.00555846 0.        ]"
20852,"[0.         0.         0.00409769 0.         0.         0.00023809
 0.00496671 0.         0.         0.        ]"
20902,"[0.00206817 0.01229281 0.         0.00071081 0.         0.00536101
 0.         0.         0.01457204 0.        ]"
20952,"[0.         0.10148261 0.00873181 0.01471386 0.1241551  0.
 0.01950995 0.         0.         0.        ]"
21002,"[0.         0.00338891 0.00836127 0.0310441  0.         0.
 0.         0.00319294 0.         0.        ]"
21052,"[0.         0.         0.01156904 0.         0.00640988 0.
 0.         0.08766813 0.         0.        ]"
21102,"[0.         0.         0.         0.01242237 0.         0.74210393
 0.         0.         0.         0.        ]"
21152,"[0.         0.0371892  0.00635479 0.         0.07179002 0.
 0.00893677 0.         0.00300728 0.        ]"
21202,"[0.         0.01876142 0.00233393 0.00489412 0.         0.01242066
 0.0033419  0.00064555 0.03501016 0.        ]"
21252,"[0.         0.02009452 0.         0.         0.08900002 0.
 0.         0.         0.         0.        ]"
21302,"[0.         0.04554445 0.         0.         0.02879981 0.
 0.         0.         0.         0.        ]"
21352,"[0.         0.         0.00325374 0.         0.         0.00034246
 0.         0.         0.00101794 0.00102971]"
21402,"[0.592808 0.       0.       0.       0.       0.       0.       0.
 0.       0.      ]"
21452,"[0.         0.13310479 0.         0.02007669 0.03063162 0.
 0.         0.         0.         0.        ]"
21502,"[0.         0.02447709 0.02437505 0.         0.         0.
 0.         0.         0.         0.        ]"
21552,"[0.         0.         0.         0.21246694 0.         0.
 0.         0.         0.         0.        ]"
21602,"[0.0000000e+00 4.7186262e-05 1.7610251e-03 7.3435903e-03 0.0000000e+00
 1.0727916e-03 0.0000000e+00 0.0000000e+00 0.0000000e+00 5.8383626e-05]"
21652,"[0.         0.         0.         0.         0.37827945 0.
 0.         0.         0.00114746 0.        ]"
21702,"[0.         0.1222413  0.         0.         0.07773394 0.02400599
 0.         0.06485395 0.         0.        ]"
21752,"[0.         0.         0.0002565  0.         0.00082065 0.00014477
 0.         0.00011889 0.         0.        ]"
21802,"[0.08845451 0.         0.03360753 0.         0.         0.
 0.         0.00476086 0.         0.03127004]"
21852,"[0.         0.06806621 0.         0.         0.         0.
 0.         0.         0.01797493 0.        ]"
21902,"[0.0000000e+00 2.7323884e-04 2.4451117e-04 0.0000000e+00 0.0000000e+00
 5.8338883e-05 2.3283847e-04 0.0000000e+00 2.0732023e-04 0.0000000e+00]"
21952,"[0.01692784 0.         0.         0.02159418 0.         0.01538125
 0.         0.01088133 0.         0.00800183]"
22002,"[0.         0.         0.         0.         0.36250672 0.
 0.         0.         0.         0.        ]"
22052,"[0.         0.01918147 0.00688134 0.         0.         0.00904323
 0.         0.         0.         0.        ]"
22102,"[0.         0.         0.0016723  0.00263448 0.         0.00376994
 0.00208465 0.00019194 0.         0.        ]"
22152,"[0.02172473 0.08465517 0.         0.         0.00682854 0.
 0.         0.         0.00373207 0.        ]"
7,"[0.00157259 0.00495702 0.09385967 0.00461724 0.00140021 0.03014124
 0.00631413 0.00978233 0.03160732 0.00546179]"
57,"[0.01295514 0.01399387 0.08820503 0.01476943 0.00237805 0.06198375
 0.01872826 0.03899621 0.02497999 0.00757013]"
107,"[0.01850461 0.01059669 0.09809968 0.0073713  0.02029152 0.0330238
 0.00653364 0.01802756 0.02997975 0.0067357 ]"
157,"[1.6228372e-02 4.6622180e-03 7.1643278e-02 6.3848305e-03 9.8259836e-05
 1.6686594e-02 0.0000000e+00 4.1266629e-03 7.0596579e-03 2.5941409e-02]"
207,"[0.         0.00900448 0.15479116 0.03090759 0.00428597 0.08251423
 0.06388019 0.01408072 0.03313353 0.        ]"
257,"[0.00276064 0.0575824  0.05119053 0.03046362 0.00498792 0.01887189
 0.009116   0.01502359 0.04967586 0.        ]"
307,"[0.00208239 0.07705572 0.13148817 0.04988266 0.08917871 0.06043959
 0.02807781 0.03669132 0.07672071 0.02801309]"
357,"[0.00439514 0.01029365 0.01651185 0.005681   0.         0.01664918
 0.00721904 0.00168477 0.00364471 0.00055325]"
407,"[0.00519886 0.01495501 0.06782309 0.00906442 0.00051945 0.054129
 0.         0.01379237 0.04432675 0.01798806]"
457,"[0.         0.1807217  0.0508993  0.23261619 0.06139543 0.02085903
 0.11838102 0.04595573 0.13908362 0.01569674]"
507,"[0.         0.04907014 0.06565039 0.00724435 0.00196878 0.01678499
 0.01457862 0.02629894 0.09115446 0.00150754]"
557,"[0.008702   0.04940081 0.1916595  0.         0.04568824 0.02991105
 0.00294709 0.12976265 0.0124306  0.02608049]"
607,"[0.00925055 0.06653974 0.03266124 0.03891785 0.05386612 0.03928797
 0.01955443 0.03020308 0.03852811 0.00484208]"
657,"[0.         0.00583185 0.08453425 0.         0.         0.0247314
 0.         0.00326442 0.02482406 0.        ]"
707,"[0.         0.02452854 0.02539166 0.00499047 0.         0.0244815
 0.01132061 0.02217083 0.02596137 0.00487789]"
757,"[1.0567392e-02 1.0216864e-05 3.8248070e-02 9.8182801e-03 3.4680876e-03
 2.6991248e-02 4.6193637e-03 0.0000000e+00 5.5060521e-02 2.1439182e-04]"
807,"[0.00718039 0.1018618  0.10924694 0.02064714 0.00414249 0.09113628
 0.         0.05470887 0.07732627 0.01423037]"
857,"[0.03115113 0.04779615 0.05830842 0.05580043 0.01914642 0.06092303
 0.03555228 0.02799095 0.09429175 0.02451461]"
907,"[0.01373026 0.02935624 0.14741859 0.01073269 0.04029297 0.05622238
 0.00859618 0.00622057 0.0488964  0.03638192]"
957,"[0.00095369 0.18386015 0.07220742 0.01046951 0.05433673 0.01440077
 0.         0.01054535 0.07075223 0.00997384]"
1007,"[0.00044856 0.00268068 0.03179198 0.01657073 0.         0.01035902
 0.00569372 0.00638103 0.00941169 0.00436899]"
1057,"[0.00832717 0.00105608 0.         0.00287756 0.         0.
 0.03448967 0.         0.02196425 0.        ]"
1107,"[0.01209247 0.00732099 0.09971834 0.00523301 0.00861424 0.01882286
 0.00334281 0.01156165 0.02088677 0.01220668]"
1157,"[0.03384324 0.01382765 0.04086573 0.03715299 0.03847027 0.0247526
 0.00405426 0.02163278 0.0510138  0.00664441]"
1207,"[0.         0.02216453 0.10803179 0.01342881 0.         0.03477402
 0.01398291 0.02880511 0.05194891 0.00737066]"
1257,"[0.00233305 0.01294815 0.03377259 0.01281175 0.         0.01048661
 0.01530169 0.02525651 0.01649225 0.        ]"
1307,"[0.00895768 0.         0.02282432 0.         0.00169608 0.00971408
 0.00398303 0.         0.03031774 0.        ]"
1357,"[0.00626983 0.00588903 0.02007489 0.02234568 0.00050603 0.00610011
 0.00935888 0.00404512 0.00568733 0.00125253]"
1407,"[0.00364302 0.         0.05846791 0.002247   0.         0.00699591
 0.00223538 0.00878988 0.00078596 0.        ]"
1457,"[0.01766786 0.0053068  0.04317167 0.03709709 0.06066946 0.04355747
 0.00177489 0.0340572  0.02914115 0.01323667]"
1507,"[0.         0.06606859 0.05185234 0.03644606 0.03149118 0.03443504
 0.03994841 0.02197903 0.07256315 0.01714002]"
1557,"[0.01360715 0.         0.04443084 0.         0.         0.01101893
 0.         0.         0.06004211 0.        ]"
1607,"[0.03624275 0.10045514 0.13442111 0.         0.         0.17635484
 0.         0.         0.03102342 0.02586073]"
